seed,classical,SD,FD
1,0.09193594353825243,0.09711340806479943,0.0742148220435883
3,0.18318761511771744,0.19292569785485159,0.18049759642128152
8,0.1715452396147364,0.18474207059940978,0.17971541809929079
9,0.13553751311505688,0.1277843560679303,0.14258645359354816
11,0.05685661636871372,0.03862217736344053,0.05333728412851333
