subspace_trace
9.993631053595481983e-01
9.984469234428610118e-01
9.973870913324099918e-01
9.965101884575576774e-01
9.955561656566240814e-01
9.942347178481116821e-01
9.924474736310864298e-01
9.903112419118786924e-01
9.879824015523341885e-01
9.856748845204436060e-01
9.836671515708876878e-01
9.821635157774346592e-01
9.812463382744867069e-01
9.808801890727342210e-01
9.809081182334546956e-01
9.810098116817644875e-01
9.807529010075808351e-01
9.797613105858490323e-01
9.778941305877735246e-01
9.752335819149967611e-01
9.720477072456378265e-01
9.685977961040009854e-01
9.649383283029461245e-01
9.609471892529717341e-01
9.563711774367370522e-01
9.509948609900373828e-01
9.447447770698529368e-01
9.375022512340451808e-01
9.291039198404227317e-01
9.194576223603188048e-01
9.084826367435643313e-01
8.963509081272627022e-01
8.833785536379296088e-01
8.700985036010057128e-01
8.569633974385223452e-01
8.441598660237995544e-01
8.318861694457463374e-01
8.205275648642446074e-01
8.103285534769576470e-01
8.010710638947028395e-01
7.921280439656706029e-01
7.827234310226013347e-01
7.723750434169990298e-01
7.612149252500975960e-01
7.497635882938833429e-01
7.387661167836192533e-01
7.289983767616445842e-01
7.210823173337012060e-01
7.151356077226214136e-01
7.104941349940232520e-01
7.065006769415248522e-01
7.029071210914425993e-01
6.997055777816622024e-01
6.969814178923073866e-01
6.944717766329021602e-01
6.916012787410682483e-01
6.877657203503394490e-01
6.824910022898071915e-01
6.758411338217965580e-01
6.681897237089076125e-01
6.601597075506124845e-01
6.522436502531637759e-01
6.447305162697143377e-01
6.378410603413559032e-01
6.317691247368615315e-01
6.266036172324552789e-01
6.220913573577300237e-01
6.179012946205304502e-01
6.135031178288016251e-01
6.085144286584017737e-01
6.026278198426178179e-01
5.957799821808827945e-01
5.880596964284888761e-01
5.794358099374516957e-01
5.700720173523945444e-01
5.602774494261882898e-01
5.502416071337689063e-01
5.400148879045151284e-01
5.295221780252131749e-01
5.184687544746420240e-01
5.063901508152455211e-01
4.929206571343897614e-01
4.777233894875692610e-01
4.608189258149611445e-01
4.424065071679040839e-01
4.227957176632833880e-01
4.022523651933107014e-01
3.810814131014657602e-01
3.595102835188124790e-01
3.374763118263130468e-01
3.148370585448778680e-01
2.915401674393212628e-01
2.675978326915175454e-01
2.434290783475682451e-01
2.196409964082971789e-01
1.968616710092444266e-01
1.757150941409026113e-01
1.563305204659106995e-01
1.386161422304609259e-01
1.223903933412336664e-01
1.074099792406366383e-01
9.332181553217781811e-02
7.986796139961577223e-02
6.731017703657755924e-02
5.595095613974810506e-02
4.607762981901308841e-02
3.779252733962443905e-02
3.096958477541915042e-02
2.568387441435036889e-02
2.222351624405104198e-02
2.057306455281309246e-02
2.013276069137722932e-02
2.078109474105631002e-02
2.214568166979141717e-02
2.364325268734619040e-02
2.484423471331272809e-02
2.575270290509810295e-02
2.653005863340094847e-02
2.717069790996606837e-02
2.780332016014489677e-02
2.824566004826285434e-02
2.844955348320589439e-02
2.811907304144953962e-02
2.708453048757929540e-02
2.585686142163275830e-02
2.456618833589433240e-02
2.296733311751981629e-02
2.118534928215495480e-02
1.926445788676879947e-02
1.715247441152424265e-02
1.493701398766968461e-02
1.292760678959020519e-02
1.186302598943375121e-02
1.205458567424884213e-02
1.338578940898269183e-02
1.501468760945595324e-02
1.609161874881876245e-02
1.689745148518634332e-02
1.724374841357199928e-02
1.674763635690525512e-02
1.643982409918521084e-02
1.727341802797644627e-02
1.877393947628136842e-02
2.010250491853729157e-02
2.141182716477540299e-02
2.282469212709733672e-02
2.429024953986773025e-02
2.559508796567797756e-02
2.688759585287167977e-02
2.830998249334493524e-02
2.990023847232396725e-02
3.169617289707070407e-02
3.359260229213520410e-02
3.568482952537183756e-02
3.737719515657560165e-02
3.843787877723394558e-02
3.923546160681785216e-02
3.963767098750529960e-02
4.027202014462755164e-02
4.156832936840760412e-02
4.273429987068810137e-02
4.326813669776877203e-02
4.306290087836046193e-02
4.235649668457001221e-02
4.113258949088906269e-02
4.029090348596015697e-02
4.033340040777062124e-02
4.088374331239984227e-02
4.163247737047840596e-02
4.207418422871515851e-02
4.173409980191999935e-02
4.098022708764262334e-02
4.043220555510101955e-02
4.006924391927176032e-02
4.023628428433413673e-02
4.071246414062520969e-02
4.093020745270151139e-02
4.020002336063688286e-02
3.912245072046868777e-02
3.765749209769560235e-02
3.617158892273271420e-02
3.515583965596841276e-02
3.410738556601940197e-02
3.314804327792465755e-02
3.198162798758460296e-02
3.005213258960049219e-02
2.839882634559473887e-02
2.680884669103087564e-02
2.577749806926133216e-02
2.563395002621377677e-02
2.572834059202265544e-02
2.501059256683001858e-02
2.397294424078427397e-02
2.351442016849647487e-02
2.293958636918469463e-02
2.206988424246231206e-02
2.172339108496831872e-02
2.255468065135768016e-02
2.352154269091817282e-02
2.403154868095979529e-02
2.419098581141743490e-02
2.299923014439476943e-02
2.172921729676296695e-02
2.067018503406812396e-02
2.074153180599463270e-02
2.045062810724476016e-02
1.974734287406833613e-02
1.926568228836252061e-02
1.850333037190813809e-02
1.786950064205422573e-02
1.673161078814588976e-02
1.542118317970962542e-02
1.482856450603225323e-02
1.474825137078517555e-02
1.483306035566475840e-02
1.456967690803496161e-02
1.451548680808118288e-02
1.475388314959170596e-02
1.444547823900223758e-02
1.376322991430246195e-02
1.264557145298806848e-02
1.153968513333919650e-02
1.089572367395795147e-02
1.040693252572336483e-02
1.026619086467953947e-02
9.950062077756638770e-03
9.423942620324336425e-03
8.781053581598865024e-03
8.231954317185040046e-03
8.325341691073337436e-03
7.962148650996491578e-03
7.701238745858686452e-03
8.127438943146055028e-03
8.336034456864555714e-03
8.392048576393586548e-03
8.116162761492805994e-03
7.756466891931061182e-03
7.637227217583436416e-03
7.411519216151745033e-03
7.217269205249264748e-03
6.879588963732109590e-03
6.449168086004318165e-03
6.628513687772484737e-03
6.735458164079768592e-03
6.550852870715033298e-03
6.402939155021162426e-03
6.343704544946772092e-03
6.569241316172892524e-03
6.650007092528430544e-03
6.653393012817334501e-03
6.824865927399373713e-03
6.910615959079206838e-03
7.034526288016188303e-03
7.285174346337869138e-03
7.345619199953087354e-03
7.356361161756308498e-03
7.362779608508551558e-03
7.280651230737289481e-03
7.010913855200958354e-03
7.179456853674307318e-03
7.579164494348578779e-03
7.929364438543551677e-03
8.006391887903434659e-03
7.818514448319147797e-03
7.913572714711047951e-03
8.137980827303679943e-03
8.356516724925830766e-03
8.445564670430213972e-03
8.504914340238253073e-03
8.713105240585097486e-03
8.750128165420733781e-03
8.671521678215245860e-03
8.735491754797437836e-03
8.976832039129557794e-03
9.636165984165230569e-03
9.967787536321872852e-03
1.000427656351039925e-02
1.016284752421164894e-02
1.034084755601141423e-02
9.293878559049251545e-03
9.127851093433381885e-03
9.417795030250957627e-03
9.775379298480218679e-03
9.731120041072405247e-03
9.620173759116361009e-03
8.982943641917406560e-03
8.181164770928986765e-03
7.277988790156102866e-03
7.481583654819141602e-03
8.346238024600166269e-03
8.760918895160330760e-03
9.287640075153896779e-03
9.105503774993563282e-03
9.126027433439891715e-03
9.112240248528566400e-03
9.242036544435660098e-03
9.341898977953828551e-03
9.595618484610877671e-03
9.613030748187940261e-03
9.720992129823071912e-03
