rho
6.582087082739458482e-06
6.368524992831374819e-06
1.922109743558789231e-05
2.648117749097580749e-05
3.333989728217149029e-05
3.679644162265275172e-05
3.989064633803807570e-05
3.795068998738375767e-05
5.367506104430377076e-05
6.782032357718903448e-05
9.358778542068165525e-05
1.011785472197924415e-04
1.338997300067489655e-04
1.330547686689408527e-04
1.800023238941590405e-04
1.489558808285764042e-04
9.556517399786342373e-05
1.120128920026808501e-04
1.136479475954498659e-04
1.283098862341542940e-04
1.618396490311571265e-04
1.523236977292802480e-04
1.275927710396745115e-04
1.118729159032292518e-04
7.958564067834547715e-05
5.336233368481637930e-05
3.819306399458674811e-05
4.865639059828489330e-05
3.169904560977457927e-05
3.110286421651463665e-05
4.374231357317211840e-06
1.762772566293441745e-06
1.911238605013180952e-05
1.613708798752806552e-05
5.136079825629988359e-05
6.979822662849236492e-05
1.469970444141506906e-04
1.394135780468695816e-04
2.301789206894321277e-04
2.048318007414997362e-04
2.847567702020894391e-04
3.012103932337545842e-04
4.364140719440670634e-04
4.874788411804229079e-04
5.653161686547018101e-04
5.222805187168699879e-04
6.197908989729006236e-04
5.623230096419772018e-04
5.971867622343264223e-04
6.379750394719445284e-04
5.707358414856409908e-04
5.989670287899019402e-04
5.007733344641268972e-04
4.741608154560550577e-04
3.436188584455880679e-04
3.005067248333959671e-04
2.150898588486346125e-04
2.343813605064182877e-04
1.487425001366562852e-04
1.553703304645056660e-04
8.754005585103006443e-05
7.318055603072451583e-05
2.436020483539712208e-05
1.854471629092094260e-05
2.975011861377526009e-05
4.266788406712941574e-05
1.394187549186885549e-04
1.648442721003941735e-04
3.165378765352882358e-04
3.184548094393151868e-04
4.835636272777277581e-04
4.372030344909328368e-04
6.720993947569169373e-04
7.396461508874936338e-04
9.823363986768225611e-04
1.074004088851369335e-03
1.200515017238827425e-03
1.141923010040948308e-03
1.275692012350899312e-03
1.165135784919692913e-03
1.170774076340323246e-03
1.241088496568214282e-03
1.131483981171971763e-03
1.155713478320519964e-03
9.504640460402509700e-04
9.406433688116141827e-04
7.276090727787692773e-04
6.132938514208755324e-04
4.169062952565503652e-04
3.987367623180820440e-04
2.535395770650294414e-04
2.751048346077315863e-04
1.793330742954615462e-04
1.455855859689624216e-04
4.538086195513488794e-05
2.950826688117072675e-05
3.399987154146468009e-05
4.774971732803971373e-05
1.938648166193175225e-04
2.643581577545671868e-04
5.766219223698413471e-04
5.843600622372399070e-04
9.166355914660425470e-04
7.960457255918305421e-04
1.145135838056240973e-03
1.217705812507536211e-03
1.643113999475409419e-03
1.837785347995274507e-03
1.981318848116450041e-03
1.882720735721698027e-03
2.123058313428434398e-03
1.969925038316613312e-03
2.067465955416826484e-03
2.213467956295451025e-03
1.849697385972365587e-03
1.952908563636049670e-03
1.714731373639828433e-03
1.585071876262979457e-03
1.114392001783991648e-03
9.813544646831617781e-04
7.347794872571470313e-04
7.763904185643051353e-04
5.053206690081417114e-04
5.235210195033598553e-04
2.961069805610411915e-04
2.677238215647338715e-04
9.726853437614758435e-05
6.027338713068368110e-05
7.414122557423501170e-05
9.752495548710668179e-05
3.242073800576230898e-04
3.854237127526792778e-04
7.330352344902229655e-04
7.186003115284775051e-04
1.124905023848899680e-03
1.010122977112993398e-03
1.622530935289637688e-03
1.754089314741727381e-03
2.346797604199445976e-03
2.576754953150448436e-03
2.825483395126365382e-03
2.652976117420332170e-03
2.926540066852335344e-03
2.697383526665212555e-03
2.882565849658228450e-03
3.134967322164392608e-03
2.665107691124830435e-03
2.825363820268318987e-03
2.323560762545685571e-03
2.220265076795637470e-03
1.523309222288631764e-03
1.317086821052109412e-03
9.904508149155893601e-04
1.031951887447777943e-03
6.220002402346679277e-04
7.181601072957238688e-04
3.340684561352640818e-04
2.486605134343938448e-04
7.959310227604148567e-05
9.930720969095050603e-05
4.845916543532902170e-05
1.102158845885950288e-04
4.351682607541232004e-04
4.918516338687871749e-04
9.228391918873024395e-04
9.673522360489959868e-04
1.422425402213743813e-03
1.298555105866227742e-03
2.023615240007130365e-03
2.282170681559874108e-03
2.935679692919522608e-03
3.179937360084479463e-03
3.482756497927072883e-03
3.400479128100499480e-03
3.775353217733760230e-03
3.472972479307270908e-03
3.439680535691169456e-03
3.670333144703034293e-03
3.280425831466480310e-03
3.429669691793401851e-03
3.053883178396733008e-03
2.906842547296177321e-03
2.146438745657867127e-03
1.871897157680718279e-03
1.330344573489811643e-03
1.422902730289559922e-03
9.241562605045535632e-04
9.626662120316215781e-04
4.859253025554554142e-04
4.051643290059549793e-04
1.293120075888069137e-04
9.157728450661731527e-05
9.993057558983120981e-05
1.271764372200072726e-04
4.071870503702004589e-04
4.996824871448331436e-04
9.719606211701139467e-04
9.683689334219235719e-04
1.433898042493259419e-03
1.293948926510020241e-03
1.892461468336664168e-03
2.088691370463412276e-03
2.819316222055820009e-03
3.092572576086903904e-03
3.465184207212264767e-03
3.290748501150046398e-03
3.796018129523122658e-03
3.449659922049140483e-03
3.544053905879737676e-03
3.809793792908796033e-03
3.339143907172575920e-03
3.529692902281022105e-03
3.034590461147325391e-03
2.861567020831878947e-03
2.027751001213030056e-03
1.777322188983915989e-03
1.412504082626569188e-03
1.504469974183177084e-03
9.511915388477205609e-04
1.014070018781143686e-03
4.903689715989755686e-04
4.067956717893355832e-04
1.186192447869624528e-04
9.510117997533659143e-05
8.906351972380256623e-05
1.352933164875650578e-04
4.158714790130379514e-04
4.982849229016811723e-04
1.004107829335857544e-03
1.004823851109673365e-03
1.566277221232688453e-03
1.388595384567939840e-03
1.949410647459457954e-03
2.112034099170680395e-03
2.915671164686946260e-03
3.231081839206508769e-03
3.715404151789447173e-03
3.546096169282512804e-03
4.129590024158595087e-03
3.856750348384540769e-03
3.674492576496256671e-03
3.907738379850716863e-03
3.522855418404760141e-03
3.671691979886408923e-03
3.199266427327647749e-03
3.054675286868863051e-03
2.252859080650806631e-03
1.964921634590730774e-03
1.465122346208051936e-03
1.606752852838373626e-03
1.038807993598546853e-03
1.076440918412135310e-03
5.200969577299818574e-04
4.257920293866734656e-04
1.395999017169363514e-04
1.032888156415158394e-04
9.975689007952156010e-05
1.273045143113744535e-04
4.111978706864960736e-04
4.973012666626044475e-04
9.217453956787210892e-04
9.191074762252759642e-04
1.369565988543158894e-03
1.237214348285963156e-03
1.837165861555991242e-03
2.022942763514204781e-03
2.727900381004823727e-03
2.990887941375571912e-03
3.409462280532747028e-03
3.230526476863057345e-03
3.675716422492940685e-03
3.339379528354551041e-03
3.380134730395284968e-03
3.685824272525293436e-03
3.223799824687111851e-03
3.414626893650076715e-03
2.912572568677509154e-03
2.794454907009704791e-03
2.004043064063672393e-03
1.726819713986674568e-03
1.343103156360088077e-03
1.308149871585640020e-03
8.174471934494153495e-04
9.439742506607293540e-04
4.738868475860890110e-04
3.746240979935615582e-04
1.069979788755068213e-04
1.066150837672109631e-04
5.630409905436558232e-05
9.395591203539011287e-05
3.494937651692683694e-04
4.188373012746326031e-04
8.579938539668832470e-04
8.752755500855216326e-04
1.308412395407569867e-03
1.178716104915972186e-03
1.705858721046114943e-03
1.886106981745778229e-03
2.513382771446180143e-03
2.752554452685753838e-03
3.027423523226476041e-03
2.912511250755462841e-03
3.319489285480582003e-03
3.051099337164228219e-03
3.092038146954566649e-03
3.301067043764635122e-03
2.919199913577490493e-03
3.057874588576527282e-03
2.603299129574606578e-03
2.464963829976156515e-03
1.792079584700433060e-03
1.564523536398606260e-03
1.182516701954622025e-03
1.268248756189834956e-03
8.242176976708550339e-04
8.588122621802273199e-04
