psi
-1.048373834171484505e-03
-1.923319607534852444e-03
-3.383962300055202814e-03
-4.147868513497939350e-03
-5.266930995566776116e-03
-5.998922502208852911e-03
-7.210416158120135782e-03
-7.764509870872930361e-03
-8.840456400635049450e-03
-9.504452946045365350e-03
-9.892239600454176551e-03
-1.034889968509851779e-02
-1.072202771294580512e-02
-1.116077791361402664e-02
-1.121824137214183330e-02
-1.140521899611340005e-02
-1.152304125918081346e-02
-1.130895229912806839e-02
-1.124331863276979530e-02
-1.078258009335169784e-02
-1.025581617968009812e-02
-9.787883754788421695e-03
-9.313647317868923442e-03
-8.636568418277323217e-03
-7.972895553061253721e-03
-7.390967768899706948e-03
-6.119088207871018099e-03
-5.356374434497509704e-03
-4.172923708942431059e-03
-3.393468381624276629e-03
-2.057014408782857195e-03
-1.171137204037597844e-03
-2.082744050746425813e-03
-4.030339120163381819e-03
-6.540000152819916250e-03
-8.295615666561905605e-03
-1.030002519451918459e-02
-1.198386681664648061e-02
-1.407441274169779315e-02
-1.543917023877111085e-02
-1.719745070071479823e-02
-1.852950163121480989e-02
-1.955060203953011555e-02
-2.041956107590826852e-02
-2.129601905747217569e-02
-2.205654877936905414e-02
-2.233463890752676595e-02
-2.256209395811067595e-02
-2.261769282463690564e-02
-2.233105274877937238e-02
-2.202437317701804245e-02
-2.121005397491751085e-02
-2.028634217375149817e-02
-1.937690164300001280e-02
-1.826289423340837423e-02
-1.689138183762325940e-02
-1.559569742898549508e-02
-1.419914101806660570e-02
-1.210639633917720732e-02
-1.039327305812785818e-02
-8.340982207719171981e-03
-6.576375408646807121e-03
-4.203489870946469815e-03
-2.255158861325534930e-03
-3.197216368982506128e-03
-6.270886294073768630e-03
-9.362856040301636290e-03
-1.220411576648771160e-02
-1.511588802094343369e-02
-1.784749943881872025e-02
-2.043456161247254876e-02
-2.274694213524980704e-02
-2.454699578325915746e-02
-2.651140533951396733e-02
-2.831510643919151263e-02
-2.954750849460045792e-02
-3.066080925552763098e-02
-3.167490885903531672e-02
-3.230970544561732882e-02
-3.252287767386127793e-02
-3.280731768807271242e-02
-3.250789403110540543e-02
-3.197480947522719774e-02
-3.086967556441676946e-02
-2.955618253915212254e-02
-2.824847242614042866e-02
-2.653509116679018259e-02
-2.449724748964464752e-02
-2.295338714765140370e-02
-2.059686940622065116e-02
-1.803083471974639002e-02
-1.525805577409689376e-02
-1.246359446028736002e-02
-9.579345305499264301e-03
-6.468927863852017013e-03
-3.355687072106049856e-03
-3.982307725855418340e-03
-7.918988332906161040e-03
-1.193006342507177929e-02
-1.555258240596579973e-02
-1.919140737223807777e-02
-2.268438520661024763e-02
-2.605213017281246199e-02
-2.899093677906196265e-02
-3.153983186030051566e-02
-3.402455463384315704e-02
-3.628545752843334582e-02
-3.784847935677728564e-02
-3.955389863402353212e-02
-4.081839944192034580e-02
-4.159490177440486325e-02
-4.183719590795782761e-02
-4.173235299139259336e-02
-4.139366728547932278e-02
-4.064487669679671400e-02
-3.928687807320235120e-02
-3.777103566337973450e-02
-3.612641197137363841e-02
-3.389579590749498827e-02
-3.133642333504733923e-02
-2.882848196590606649e-02
-2.584520093741079355e-02
-2.258623410105689913e-02
-1.906407393819839133e-02
-1.546366904766954993e-02
-1.183491955365259529e-02
-7.879959349445467970e-03
-3.951672152105234481e-03
-4.660747171782580155e-03
-9.552551289157237488e-03
-1.381957001110178766e-02
-1.835569781694004060e-02
-2.254006511205809693e-02
-2.686325751786385746e-02
-3.038096671978487637e-02
-3.412341267504091086e-02
-3.686091878775508285e-02
-3.980971367703101810e-02
-4.255691548594087159e-02
-4.445971672188023249e-02
-4.632318208656259484e-02
-4.777098282557360603e-02
-4.868607967402563408e-02
-4.900325718961502652e-02
-4.917458564242175451e-02
-4.874551154482265752e-02
-4.803810673775926743e-02
-4.647617271840151498e-02
-4.464475555994535522e-02
-4.263366405644657825e-02
-4.010050745198885658e-02
-3.704911920600680031e-02
-3.437270040804477067e-02
-3.055775148658249063e-02
-2.708003168649834175e-02
-2.268054119494448267e-02
-1.859980759852351492e-02
-1.401319673038010916e-02
-9.668682006195602682e-03
-4.722228300727794419e-03
-5.003814596120236165e-03
-1.040844455381006312e-02
-1.545105209571327742e-02
-2.045516946350238452e-02
-2.519854893283928268e-02
-2.997399867418401240e-02
-3.415067402167214217e-02
-3.826908885720082393e-02
-4.163305083587706679e-02
-4.497966135180198749e-02
-4.798143746381607760e-02
-5.015199874906274558e-02
-5.211171432516802093e-02
-5.376498643518024673e-02
