psi
-8.071345748050195307e-03
-1.244784144688750906e-02
-1.080688771384371791e-02
-4.305610948789909999e-03
4.384378990838020546e-03
1.083129737780355074e-02
1.214932386893795811e-02
7.944697615549518172e-03
-1.512373458689191333e-02
-2.318145852340665683e-02
-2.035902746028981497e-02
-8.087453182605406146e-03
8.142444908305696699e-03
2.022429731182186566e-02
2.288484097271318088e-02
1.502013015696625729e-02
-2.006995317944085602e-02
-3.064066884565427515e-02
-2.718578850922661813e-02
-1.080081090855254493e-02
1.066513576952832047e-02
2.696631087106759680e-02
3.088990200128949662e-02
2.037148459578197110e-02
-2.286663256473928096e-02
-3.498269626883240141e-02
-3.098665633770133349e-02
-1.234866391712506617e-02
1.217769545606437256e-02
3.067778059672749899e-02
3.491591392168874597e-02
2.296935797333806220e-02
-2.290582344979913768e-02
-3.500827723285537818e-02
-3.105974712909582297e-02
-1.241326629061895344e-02
1.226965933792457594e-02
3.081557169556022741e-02
3.527175785655915774e-02
2.321153759120875293e-02
-2.005418096765246641e-02
-3.070018259056793777e-02
-2.723774316116283484e-02
-1.089764296069686313e-02
1.068319244080348854e-02
2.685134091280072868e-02
3.072124421288559282e-02
2.025193908788413752e-02
-1.493084736939389104e-02
-2.268331437773725423e-02
-2.002128974375205414e-02
-7.929262402662912851e-03
8.052226334247319928e-03
2.022115136935065394e-02
2.292604394895041489e-02
1.488251437136099524e-02
-8.066934927164145369e-03
-1.215105450966174651e-02
-1.070184916908984915e-02
-4.187246214139334240e-03
4.332304995784866386e-03
1.086750974237719533e-02
1.225268451737887565e-02
7.830354278784205230e-03
-1.464739714416862272e-02
-2.259838107875695307e-02
-2.020564903504007762e-02
-7.913192596471803689e-03
7.927066321679559699e-03
2.006609898114884716e-02
2.232074282493175590e-02
1.468027997513529637e-02
-2.755021439000142694e-02
-4.236387689499458015e-02
-3.763666383672138044e-02
-1.466903620271962222e-02
1.510626336475142176e-02
3.775532226394180679e-02
4.215896516832171731e-02
2.773155767904526836e-02
-3.731737218414601931e-02
-5.710776770015032339e-02
-5.063183907105291842e-02
-2.005245155462995893e-02
2.010165534516376515e-02
5.049989844228117142e-02
5.719106438106166812e-02
3.753613680415003595e-02
-4.255843363495934867e-02
-6.520250476908684423e-02
-5.772705760284226745e-02
-2.280986619627687478e-02
2.292805323823230920e-02
5.750543838069156061e-02
6.486088083486046818e-02
4.257851496236379762e-02
-4.234630706264178035e-02
-6.459857214309901174e-02
-5.711518267063410426e-02
-2.273665615410396662e-02
2.276622518222527064e-02
5.713021488983443391e-02
6.507851305491602067e-02
4.258057030593981329e-02
-3.718815921888996706e-02
-5.679477865473797626e-02
-5.018878952842687619e-02
-1.998481866206182692e-02
1.988483317821637675e-02
4.995896343119346494e-02
5.679886310477769845e-02
3.719696728633047761e-02
-2.774771809955664179e-02
-4.222397934087715465e-02
-3.719954056600464909e-02
-1.480112263077439094e-02
1.492924265571004411e-02
3.741220684876789271e-02
4.263000844187930100e-02
2.779045588066859571e-02
-1.496264401220395376e-02
-2.265675185730957331e-02
-1.999892508345567019e-02
-7.967085784579712449e-03
7.940684001825426899e-03
1.991945072650719989e-02
2.281717718815268886e-02
1.477955399420286149e-02
-1.991471347922777954e-02
-3.066672602563954783e-02
-2.713060702684508968e-02
-1.072554255999017166e-02
1.077118679477506030e-02
2.701258483069782917e-02
3.027474423830773739e-02
1.991237179261498916e-02
-3.727734087571773353e-02
-5.717984323953705789e-02
-5.055251624019084511e-02
-1.992310469012468360e-02
2.020544426643271912e-02
5.047414470473041842e-02
5.678569707969117336e-02
3.729261112307613590e-02
-5.022587204949851419e-02
-7.672983451699376400e-02
-6.787011790838476388e-02
-2.690019475300261045e-02
2.694576274753791162e-02
6.781953985857004652e-02
7.698843930738057117e-02
5.045422115874538538e-02
-5.732473974526060972e-02
-8.767863640453010809e-02
-7.743405469677371034e-02
-3.068316737639903424e-02
3.071478395380295573e-02
7.718065630514553410e-02
8.729526582246335820e-02
5.721862566741690859e-02
-5.766415723683586403e-02
-8.787447711419166252e-02
-7.733640781504544370e-02
-3.082621987302461633e-02
3.100813817812436701e-02
7.775656222277917140e-02
8.866622392741146941e-02
5.798069090266447234e-02
-5.052153800540576389e-02
-7.714176390206574363e-02
-6.801279955761650731e-02
-2.705977780344582043e-02
2.698649828996412675e-02
6.783346495476935689e-02
7.714878524230217582e-02
5.052701944967604580e-02
-3.796094954147779393e-02
-5.757348581138779786e-02
-5.008907140361072707e-02
-2.012498199573326332e-02
2.042188865172619300e-02
5.111521275501711842e-02
5.859882059836980794e-02
3.815492890138762194e-02
-2.045638363511817145e-02
-3.076871190533664313e-02
-2.682702266592493223e-02
-1.099370778176854933e-02
1.053613928040328211e-02
2.674700879132770742e-02
3.118342960068832756e-02
2.010505105764391273e-02
-2.250424889035817014e-02
-3.460751189649455273e-02
-3.091047134382222950e-02
-1.218459039334476683e-02
1.213590912381144402e-02
3.067395364899321714e-02
3.440991858251614410e-02
2.271187615131415455e-02
-4.235003449770545492e-02
-6.495521182451668984e-02
-5.760757297777692465e-02
-2.264269529322785260e-02
2.299533081309217825e-02
5.764977398037166717e-02
6.472693154935618698e-02
4.250715054125321635e-02
-5.745031479850250256e-02
-8.777345824348400938e-02
-7.745822373906965930e-02
-3.066286018000895924e-02
3.097780701016369237e-02
7.777411361004889223e-02
8.784432381982804072e-02
5.732873414632205789e-02
-6.570589306698987331e-02
-1.004512234544882587e-01
-8.851455157083526482e-02
-3.497282503354247341e-02
3.529813738205586637e-02
8.859230450571208004e-02
9.987855459448199968e-02
6.530157910809968047e-02
-6.520365657559364092e-02
-9.933412465080891651e-02
-8.768824418427301204e-02
-3.478084723400561018e-02
3.517308308998354227e-02
8.822340036900477855e-02
1.000197299593209854e-01
6.511150962463409242e-02
-5.739783500406267502e-02
-8.748473510762974636e-02
-7.711001260585671757e-02
-3.060232310789542248e-02
3.081510884753738827e-02
7.740097793594356845e-02
8.746091245234176303e-02
5.692608673619034554e-02
-4.280031818294768170e-02
-6.530214419823553162e-02
-5.764427345767189625e-02
-2.295363476354701782e-02
2.298268510993579233e-02
5.745904004798748493e-02
6.566269968180511729e-02
4.299361862273624879e-02
-2.290373560493937435e-02
-3.492247722344523492e-02
-3.098587725267418214e-02
-1.241957470704152869e-02
1.213916928255115782e-02
3.027727494682164178e-02
3.501508768949376793e-02
2.299660873981575898e-02
-2.289306842064969816e-02
-3.492695519193607379e-02
-3.038256587765222894e-02
-1.216570872569041478e-02
1.220761203020958446e-02
3.109922478834615048e-02
3.509220696592178779e-02
2.287343628132178230e-02
-4.298020165198909726e-02
-6.553819172456047670e-02
-5.753708931268079058e-02
-2.298478127719211922e-02
2.278713183137365608e-02
5.771241344209919466e-02
6.546665627049751135e-02
4.273550262951339440e-02
-5.711806743182244739e-02
-8.731209266487414966e-02
-7.727984215610693430e-02
-3.086560473983986433e-02
3.071602787472740848e-02
7.694223456376765580e-02
8.743772040558069059e-02
5.731505000181361109e-02
-6.527715282538505692e-02
-9.979289835585361534e-02
-8.812194605792142421e-02
-3.521873559610008697e-02
3.485822918404293813e-02
8.754162027491332876e-02
9.935639591319989083e-02
6.510938493012738415e-02
-6.533760597762322542e-02
-9.979851221056382227e-02
-8.869447315987723235e-02
-3.529345415030057942e-02
3.511759049154207502e-02
8.820504168499579412e-02
1.003879756856863731e-01
6.575138060748075830e-02
-5.740229725487312751e-02
-8.771117340490484915e-02
-7.775362259266220544e-02
-3.103560345199572051e-02
3.073501950446353576e-02
7.721908983381034486e-02
8.775246552176271808e-02
5.747883571489032645e-02
-4.250646447110988102e-02
-6.491371001728282741e-02
-5.791039667213299102e-02
-2.279213016273760190e-02
2.288086144555245838e-02
5.734093865316662597e-02
6.493104789557395395e-02
4.238525099577482302e-02
-2.271367396177072229e-02
-3.462702156425922356e-02
-3.091813459523602356e-02
-1.192400803406471615e-02
1.244341247800868910e-02
3.073915409856742623e-02
3.457057916417143745e-02
2.249612455331929245e-02
-2.031254061639815867e-02
-3.087097133141818162e-02
-2.638621858006930110e-02
-1.076531730740718819e-02
1.081829452846480230e-02
2.704995598460341322e-02
3.103330077530013636e-02
2.028795841809057435e-02
