subspace_trace
9.999958762331927486e-01
9.999546664326709466e-01
9.998721394505479809e-01
9.998113112449927842e-01
9.998043519593048378e-01
9.998117806799687868e-01
9.998121544075242451e-01
9.998115672481574512e-01
9.998108224928787813e-01
9.998038998674021460e-01
9.997886303452544476e-01
9.997630468608208476e-01
9.997129485477630473e-01
9.996384107273753594e-01
9.995224271110068059e-01
9.993702998456125419e-01
9.991647375363766903e-01
9.988340511996368631e-01
9.982727729383750193e-01
9.972768583064166581e-01
9.957753084121453435e-01
9.937255490432747029e-01
9.912421805240363426e-01
9.884883713903381830e-01
9.856555105707749398e-01
9.831176042111525737e-01
9.812291967185851060e-01
9.803716285072939796e-01
9.805560804988427970e-01
9.818123598425019249e-01
9.836590683027410797e-01
9.857397955106368403e-01
9.877393730306738284e-01
9.895061941256610982e-01
9.909148478097844492e-01
9.919040385024904261e-01
9.925335325799757857e-01
9.929879907780330139e-01
9.932269319281267217e-01
9.933231637350675713e-01
9.933261366157734029e-01
9.931814577409231459e-01
9.929415836780901561e-01
9.926736648472471725e-01
9.924223769186969468e-01
9.922551774163577143e-01
9.922072378599315901e-01
9.921692243262439925e-01
9.921316065870183776e-01
9.920529939120827922e-01
9.918155730092983458e-01
9.914222262008134390e-01
9.908383777045999263e-01
9.899196860784500451e-01
9.884597501505026917e-01
9.863651286118336747e-01
9.836225277670486156e-01
9.802828024339326207e-01
9.763330185254176508e-01
9.716990351672669668e-01
9.663522055120781218e-01
9.600982929986175973e-01
9.532492761275355164e-01
9.459829323403915469e-01
9.387829182872940992e-01
9.314425948268003630e-01
9.236765831443141117e-01
9.149805367787864352e-01
9.049359494628370637e-01
8.924165582210895620e-01
8.772612660101829496e-01
8.589357464613438520e-01
8.370777385104292145e-01
8.120004757318577404e-01
7.834246700010224496e-01
7.518317821132879386e-01
7.176813051311348168e-01
6.816582022581575417e-01
6.433290074734782094e-01
6.034969827125408193e-01
5.624047947268790981e-01
5.199854737580147379e-01
4.762720046878624047e-01
4.311146534633260585e-01
3.847256714085375284e-01
3.390755151128772016e-01
2.946181617294311716e-01
2.533594009036275740e-01
2.191983014467140112e-01
1.960326397304281709e-01
1.856318178640366801e-01
1.865114221503212655e-01
1.937838496757260942e-01
2.030871979967345808e-01
2.107237303606386836e-01
2.150848504441765230e-01
2.156374756342314680e-01
2.129335863200534085e-01
2.080048500295559322e-01
2.019352195931996274e-01
1.949388633669826842e-01
1.875776218775932203e-01
1.807531285832738865e-01
1.741415166905465051e-01
1.677475777295794057e-01
1.617026107176537386e-01
1.570136070805799589e-01
1.533508662584451288e-01
1.503054853467876428e-01
1.477356011338836483e-01
1.457561138323624494e-01
1.445760730267813821e-01
1.439729071491742673e-01
1.436993356313478187e-01
1.439584263079832505e-01
1.453926335097798228e-01
1.478264450196530855e-01
1.507302416034910775e-01
