trace
7.855596411996152995e-01
7.855596411996152995e-01
7.730555053716661185e-01
7.681912387382103802e-01
7.649486904573294943e-01
7.604215194641980036e-01
7.504581688490185032e-01
7.346323047356110303e-01
7.144972740314921023e-01
6.911726972563038141e-01
6.652090514219817230e-01
6.382846445111978184e-01
6.123047786513521329e-01
5.888245255460001770e-01
5.672834198487052282e-01
5.463881498144336213e-01
5.244413025401611916e-01
5.006193458021281906e-01
4.746491057251284729e-01
4.469637346702807212e-01
4.181966278340559784e-01
3.889177919747806023e-01
3.595105971593378080e-01
3.306181477440812144e-01
3.026068424515555022e-01
2.762607317026204434e-01
2.524018908813058237e-01
2.321156940516090061e-01
2.159302375919687766e-01
2.037807547948991549e-01
1.947810329771773874e-01
1.868756948596139444e-01
1.785325296903257641e-01
1.694134546349660708e-01
1.595998701116511653e-01
1.488890778630667655e-01
1.382355197373760780e-01
1.286101641103606363e-01
1.208625916875171458e-01
1.147726659633927504e-01
1.100318999046323437e-01
1.063295723800897347e-01
1.036242141651029097e-01
1.029698178010378523e-01
1.053445418507008985e-01
1.105099060361212915e-01
1.171932878545094980e-01
1.234410690430060575e-01
1.273836246155361229e-01
1.279804950886778980e-01
1.251292279370162519e-01
1.202332564767536333e-01
1.150044388335979550e-01
1.106554589441531289e-01
1.069368617219697559e-01
1.038181026150076375e-01
1.008790071254220128e-01
9.822817714703058201e-02
9.630652019089576410e-02
9.521666723377668340e-02
9.452730956766229597e-02
9.406849707179482101e-02
9.342531763831521396e-02
9.264255628915693541e-02
9.170985832954008099e-02
9.116605328952839815e-02
9.110027782221016834e-02
9.167850585274046893e-02
9.321007755463335542e-02
9.567600929202063620e-02
9.847017979237263074e-02
1.011507864303927418e-01
1.037878272427012472e-01
1.061707452100864590e-01
1.081082554042845090e-01
1.093875583243111294e-01
1.102930001073902239e-01
1.106333848588674229e-01
1.106610347020322016e-01
1.107677776452203056e-01
1.100534752337135602e-01
1.087776544530179856e-01
1.070876836022546658e-01
1.049314937641003392e-01
1.026934549599450852e-01
1.009151894008181172e-01
9.923234088516927343e-02
9.747054433398415207e-02
9.530550597493754605e-02
9.328110274809131575e-02
9.089336501824506198e-02
8.902783028304857293e-02
8.752678589579221402e-02
8.615552154738080615e-02
8.445925574756273091e-02
8.244130069762593827e-02
8.036579052243934818e-02
7.875549644092008639e-02
7.754855614425584798e-02
7.643663636620520729e-02
7.568498057829337045e-02
7.532812578167655260e-02
7.481465078015786530e-02
7.444237011030885309e-02
7.404721969000421788e-02
7.347063710333420761e-02
7.303374056349977439e-02
7.312021815923143431e-02
7.414988511050323028e-02
7.568185273045419104e-02
7.711866809044268245e-02
7.781213027252595338e-02
7.716815684814158638e-02
7.530213021454147670e-02
7.273102909572144725e-02
7.019954396300327748e-02
6.804502469170486956e-02
6.609947450398316604e-02
6.414968665723549957e-02
6.186011446176166440e-02
5.876955970981542071e-02
5.541334490499316701e-02
5.209950615518296746e-02
4.917295189128573912e-02
4.718726566936409794e-02
4.617373787937788243e-02
4.675764473774630253e-02
4.810099651965367429e-02
5.041650618100265713e-02
5.327663482513109172e-02
5.613079351330652056e-02
5.854135778262965079e-02
6.091155753789084804e-02
6.246894407549909156e-02
6.316103661466473951e-02
6.385087816447194975e-02
6.491224489827215893e-02
6.715024697210253413e-02
7.002599235247101983e-02
7.294699952135451360e-02
7.505584844864285343e-02
7.624663041857009105e-02
7.614948745788467643e-02
7.543616103586563149e-02
7.426754796114788670e-02
7.330414238622549872e-02
7.248379211756947327e-02
7.166256827117356565e-02
7.132921229208362413e-02
7.152362823690461280e-02
7.218059881599167560e-02
7.281226324737172240e-02
7.272347804077854139e-02
7.208238320366650020e-02
7.079063114719373606e-02
6.981241752087433139e-02
6.961374507765531738e-02
7.010798078023701418e-02
7.118641253520821555e-02
7.234052181413366811e-02
7.314461887955944763e-02
7.339116957338402691e-02
7.287599872796719780e-02
7.235370901308053881e-02
7.196310233436092885e-02
7.247838461843758573e-02
7.359865575822999162e-02
7.490536183643169144e-02
7.591467640877301581e-02
7.621992854373273174e-02
7.617174772584568709e-02
7.604145591110478275e-02
7.589458054923428620e-02
7.578158741232864093e-02
7.535167682933398281e-02
7.498597378782674572e-02
7.436691115746946190e-02
7.380746948537041108e-02
7.324925997416045775e-02
7.475874621463632352e-02
7.713617545008830123e-02
7.905670716680468502e-02
8.092555665187810277e-02
8.161486252024975629e-02
8.005022738990637265e-02
7.803154097697956315e-02
7.539443903007392311e-02
7.357442983586966190e-02
7.239658289649256173e-02
6.994966689372671131e-02
6.567713412086489955e-02
6.106269239284736056e-02
5.837370572268315433e-02
5.775552480978322217e-02
5.872858290476237059e-02
5.943939143244713480e-02
5.928410162890872248e-02
5.766910472121166559e-02
5.540532196556215844e-02
5.294944776994073982e-02
5.080760304139517181e-02
