evals,trace
9.280000000000000000e+02,9.960972753296385429e-01
9.300000000000000000e+02,9.958779080744118994e-01
9.320000000000000000e+02,9.972675857769121022e-01
9.340000000000000000e+02,9.968730394857664434e-01
9.360000000000000000e+02,9.970341801380959712e-01
9.380000000000000000e+02,9.989757897745688009e-01
9.400000000000000000e+02,9.990232791498321330e-01
9.420000000000000000e+02,9.950570906225132406e-01
9.440000000000000000e+02,9.965089360531261820e-01
9.460000000000000000e+02,9.970053288186986329e-01
9.480000000000000000e+02,9.966488332160282626e-01
9.500000000000000000e+02,9.955103765684161221e-01
9.520000000000000000e+02,9.948061988521371690e-01
9.540000000000000000e+02,9.940559010402896245e-01
9.560000000000000000e+02,9.936528571978406887e-01
9.580000000000000000e+02,9.917564536790026697e-01
9.600000000000000000e+02,9.994536273449892150e-01
9.620000000000000000e+02,9.989375243303146856e-01
9.640000000000000000e+02,9.991750365750921015e-01
9.660000000000000000e+02,9.987620266162885452e-01
9.680000000000000000e+02,9.999223652966930942e-01
9.700000000000000000e+02,9.993094200891848855e-01
9.720000000000000000e+02,9.999059232387232932e-01
9.740000000000000000e+02,9.998861247758541460e-01
9.760000000000000000e+02,9.998318086531063908e-01
9.780000000000000000e+02,9.985775806356914641e-01
9.800000000000000000e+02,9.951509005653609297e-01
9.820000000000000000e+02,9.950490731056932381e-01
9.840000000000000000e+02,9.914601120560764258e-01
9.860000000000000000e+02,9.983530234401494230e-01
9.880000000000000000e+02,9.903978709466649821e-01
9.900000000000000000e+02,9.933301154460427718e-01
9.920000000000000000e+02,9.955504224303701744e-01
9.940000000000000000e+02,9.999230689222469159e-01
9.960000000000000000e+02,9.997677929573027811e-01
9.980000000000000000e+02,9.993220657759308567e-01
1.000000000000000000e+03,9.986535663586765255e-01
1.002000000000000000e+03,9.983073170470603275e-01
1.004000000000000000e+03,9.985214678691511914e-01
1.006000000000000000e+03,9.896566913228498352e-01
1.008000000000000000e+03,9.926520925596272749e-01
1.010000000000000000e+03,9.976464440942531819e-01
1.012000000000000000e+03,9.967583625197052877e-01
1.014000000000000000e+03,9.955774472379562701e-01
1.016000000000000000e+03,9.961442574785153159e-01
1.018000000000000000e+03,9.890559558389490080e-01
1.020000000000000000e+03,9.903545833351634631e-01
1.022000000000000000e+03,9.887236540659786188e-01
1.024000000000000000e+03,9.861942749676212427e-01
1.026000000000000000e+03,9.890421890863142496e-01
1.028000000000000000e+03,9.893121123195227629e-01
1.030000000000000000e+03,9.898027586892442775e-01
1.032000000000000000e+03,9.840859238538367526e-01
1.034000000000000000e+03,9.808971864851158129e-01
1.036000000000000000e+03,9.847623989980887060e-01
1.038000000000000000e+03,9.844472183561787659e-01
1.040000000000000000e+03,9.848789558997596005e-01
1.042000000000000000e+03,9.842333224893623500e-01
1.044000000000000000e+03,9.824388986696003245e-01
1.046000000000000000e+03,9.841295830521733512e-01
1.048000000000000000e+03,9.821495948049321356e-01
1.050000000000000000e+03,9.824398538215800558e-01
1.052000000000000000e+03,9.875317975580553131e-01
1.054000000000000000e+03,9.868649435934528924e-01
1.056000000000000000e+03,9.904735889840379226e-01
1.058000000000000000e+03,9.903008042549350520e-01
1.060000000000000000e+03,9.983461311329405730e-01
1.062000000000000000e+03,9.974446909716758736e-01
1.064000000000000000e+03,9.982510459793311197e-01
1.066000000000000000e+03,9.982908369416184646e-01
1.068000000000000000e+03,9.879811587028187736e-01
1.070000000000000000e+03,9.866874987549973941e-01
1.072000000000000000e+03,9.866296221073173056e-01
1.074000000000000000e+03,9.873493940881197251e-01
1.076000000000000000e+03,9.887203046209702695e-01
1.078000000000000000e+03,9.904589662841557507e-01
1.080000000000000000e+03,9.940639810940816723e-01
1.082000000000000000e+03,9.922807946050128391e-01
1.084000000000000000e+03,9.973367511267465790e-01
1.086000000000000000e+03,9.986941009593258700e-01
1.088000000000000000e+03,9.992794955650492472e-01
1.090000000000000000e+03,9.997526214883331042e-01
1.092000000000000000e+03,9.999289357350303886e-01
1.094000000000000000e+03,9.995978043776904132e-01
1.096000000000000000e+03,9.997088294372976636e-01
1.098000000000000000e+03,9.997482434538368379e-01
1.100000000000000000e+03,9.997571671416700667e-01
1.102000000000000000e+03,9.994943896555746887e-01
1.104000000000000000e+03,9.996460643587252726e-01
1.106000000000000000e+03,9.996493206578850321e-01
1.108000000000000000e+03,9.966279425375172973e-01
1.110000000000000000e+03,9.987201270591883340e-01
1.112000000000000000e+03,9.987332657142476977e-01
1.114000000000000000e+03,9.990525727040976411e-01
1.116000000000000000e+03,9.990323838469729045e-01
1.118000000000000000e+03,9.999978345997658780e-01
1.120000000000000000e+03,9.999952668506274511e-01
1.122000000000000000e+03,9.999923741364136198e-01
1.124000000000000000e+03,9.999899135519642046e-01
1.126000000000000000e+03,9.999938049371470683e-01
1.128000000000000000e+03,9.999842704536037186e-01
1.130000000000000000e+03,9.999852630695733602e-01
1.132000000000000000e+03,9.999674411118755213e-01
1.134000000000000000e+03,9.996779024218199750e-01
1.136000000000000000e+03,9.996524374132061963e-01
1.138000000000000000e+03,9.999128149139460131e-01
1.140000000000000000e+03,9.998951739084149803e-01
1.142000000000000000e+03,9.997930709538300764e-01
1.144000000000000000e+03,9.998056639533072776e-01
1.146000000000000000e+03,9.999147905564490513e-01
1.148000000000000000e+03,9.999805965933104002e-01
1.150000000000000000e+03,9.996426061043577338e-01
1.152000000000000000e+03,9.999463861795331310e-01
1.154000000000000000e+03,9.998435997054985203e-01
1.156000000000000000e+03,9.977363661133640260e-01
1.158000000000000000e+03,9.925242071695891122e-01
1.160000000000000000e+03,9.929578123198089523e-01
1.162000000000000000e+03,9.958465201060054950e-01
1.164000000000000000e+03,9.986581929485657261e-01
1.166000000000000000e+03,9.987685303669023851e-01
1.168000000000000000e+03,9.991169000969273295e-01
1.170000000000000000e+03,9.991532088990925375e-01
1.172000000000000000e+03,9.986587999840077501e-01
1.174000000000000000e+03,9.996390296697654776e-01
