theta
-3.142775589439030348e+00
-3.809938624864205869e-01
6.806133061664623174e-01
-1.984918372314882218e+00
-3.770314217600805318e+00
-3.142441021012314373e+00
-2.562430429697230005e-01
-7.158202688856972751e-01
-3.434591210655681959e+00
-1.737167194782799351e+00
3.145697680718973377e+00
2.929018017411184616e-01
3.077405611149699016e+00
3.045313703830160534e+00
4.489551695628219430e-01
-1.571480999524514255e+00
1.584388837952478646e+00
-1.370016077424966561e+00
-3.003861363366891357e+00
2.168237978960246171e+00
