trace
7.855596411996152995e-01
7.855596411996152995e-01
7.730555076233808220e-01
7.677828557571411139e-01
7.639294594272492134e-01
7.562312426743803551e-01
7.408007216735980061e-01
7.188672935355868709e-01
6.932065098738539044e-01
6.660726443139067809e-01
6.390969163166605460e-01
6.130668755353976263e-01
5.883672958513188611e-01
5.686299520474561442e-01
5.539625761750838207e-01
5.424107437527537767e-01
5.313395230619116782e-01
5.195878054862266282e-01
5.061828148136214844e-01
4.911361545077458923e-01
4.752728139650571615e-01
4.589951359978202694e-01
4.418099759249491387e-01
4.240045400384387930e-01
4.053485394395527908e-01
3.863915585278464015e-01
3.679543709697500886e-01
3.496699053236184129e-01
3.322456749298883238e-01
3.152347678075548276e-01
2.991924808027942584e-01
2.831973197756035843e-01
2.679424723447064172e-01
2.540377924793404962e-01
2.414927439926022046e-01
2.300513336782672724e-01
2.192543383777063870e-01
2.091608359708393705e-01
2.006700660229178979e-01
1.935077701926057325e-01
1.873278249190679645e-01
1.817209573451167570e-01
1.759718103513182030e-01
1.693503999393806414e-01
1.622050373370386156e-01
1.547067026520839161e-01
1.467669647047676607e-01
1.382403479570661065e-01
1.299914891644708692e-01
1.221849978444511514e-01
1.146335060794439614e-01
1.083599076518548393e-01
1.031733969282897651e-01
9.992395026928041490e-02
9.981259208072011668e-02
1.010352111434194289e-01
1.050074841577146034e-01
1.111906968523240502e-01
1.190454016486617306e-01
1.266226751489225866e-01
1.327441195220570858e-01
1.378414726791658274e-01
1.419158911278808333e-01
1.438478089210243061e-01
1.439581295800227423e-01
1.434696600488581941e-01
1.424004536286015143e-01
1.412387346480408201e-01
1.383738196044365654e-01
1.335938286742681669e-01
1.281259438732735290e-01
1.229764203827370256e-01
1.191605993915083872e-01
1.165208356445370519e-01
1.133683610005435521e-01
1.088560693086754599e-01
1.022943746286368583e-01
9.500307811522247514e-02
8.857794194991787384e-02
8.404162832947432993e-02
8.215907878490874561e-02
8.394699113943535074e-02
8.923495876397824489e-02
9.445826953169238205e-02
9.830777565551630792e-02
1.000270572463935748e-01
1.002351867753216580e-01
9.964186707318015146e-02
9.716226431572927424e-02
9.298130060763352966e-02
8.872689917367065915e-02
8.581050163400406883e-02
8.551218856030731730e-02
8.506845205107137209e-02
8.632863003607287034e-02
8.803755471582708214e-02
8.819407934791741177e-02
8.864180341978857014e-02
8.823257513204771363e-02
8.864510646861617493e-02
8.942560249945646911e-02
9.051336040310194175e-02
9.441915717801081798e-02
1.030298912125645200e-01
1.142505233831715011e-01
1.270716705683733461e-01
1.402480255278572008e-01
1.515929806394503421e-01
1.588757251903169798e-01
1.625406485139599677e-01
1.629270046408036743e-01
1.615486329451866765e-01
1.595254551486789962e-01
1.565844700486082042e-01
1.545166058558423428e-01
1.546944796657515331e-01
1.548165951781506067e-01
1.543209176065819255e-01
1.529348772323529115e-01
1.494966970629847125e-01
1.468309834849799989e-01
1.425690892639114027e-01
1.371905303705085177e-01
1.320833526461212826e-01
1.258758303486653407e-01
1.193193871036786896e-01
1.132658985606731089e-01
1.088836609905530217e-01
1.089792873000708096e-01
1.121265846815829720e-01
1.164402467402008701e-01
1.177396510151288989e-01
1.189185332165501874e-01
1.201609533497513399e-01
1.226648536462996986e-01
1.238383186375744960e-01
1.230362111978134804e-01
1.200375221565118389e-01
1.145187293553319163e-01
1.070756596088653645e-01
9.798690139733420845e-02
8.945485137089877192e-02
8.436174148969408093e-02
8.318779883317213575e-02
8.541165395820422834e-02
8.841658557838714960e-02
9.156216981420975398e-02
9.310139706470778320e-02
9.231131273230808176e-02
9.331694610290822145e-02
9.583188557647130679e-02
9.597722509749566366e-02
9.613234882522989078e-02
9.557040196926848419e-02
9.684104912981170155e-02
9.839761405889725643e-02
1.004325459258081504e-01
1.038498448666602125e-01
1.076880576397758332e-01
1.122023313737153666e-01
1.160327933280041884e-01
1.189085168904482348e-01
1.236168648641786938e-01
1.289507197196354260e-01
1.355919685658620866e-01
1.424192753560363789e-01
1.494482880436250882e-01
1.553657211219507117e-01
1.583731346113793625e-01
1.603232695683952658e-01
1.605241705659233020e-01
1.601742800191728322e-01
1.567721145356958667e-01
1.482094235841782126e-01
1.367720176378897090e-01
1.262323898924233301e-01
1.183040886388478791e-01
1.144688097202670729e-01
1.123512978228378562e-01
1.103701311170259963e-01
1.087438991554197931e-01
1.084687956645461887e-01
1.132994057185204434e-01
1.224580756118027747e-01
1.365641561243232938e-01
1.554435044373769503e-01
1.787499518302144708e-01
2.025732393556919086e-01
2.246946568795391286e-01
2.441532615446722065e-01
2.618659903974195347e-01
2.792785071987030077e-01
2.917772996091868576e-01
3.023974708988791393e-01
3.106149488547066961e-01
3.165532134171153977e-01
3.200106979646532568e-01
3.225480822021388749e-01
3.240008018923370980e-01
3.244624886795383079e-01
3.205181764337118322e-01
