theta
-3.142953046036739195e+00
2.575999229453324602e-01
1.871523276277186287e+00
-4.105368239746747250e+00
-4.332864513121152505e+00
-3.134262974447973971e+00
2.681693804952839932e-01
-1.436839508349515793e+00
-2.307755505694628617e+00
-4.103741880824730792e+00
3.134360192822124080e+00
1.114640531546348817e-01
3.717236453704795274e+00
5.313518129325296435e+00
4.936799035309597627e+00
-1.567980104677672459e+00
1.636207584354407718e+00
6.041829736610897505e-01
-3.470189073715927108e+00
-1.854968786929636515e+00
