theta
-3.400438043304512270e+00
6.447027088166401576e-01
1.317612532939903991e+00
-1.778107483581744530e+00
-2.474975370738175418e+00
-2.988273342314709424e+00
6.287378456454972842e-01
-1.335373631689529939e+00
-3.764270960982095904e+00
-3.167021287729768542e+00
3.254009902993914238e+00
-6.963562535640857587e-02
2.785631604387142080e+00
2.293512783937001309e+00
5.252941242376001352e-01
-1.583606031105159184e+00
1.580140525144687169e+00
-1.412351513308366391e+00
-2.040128871370552766e+00
2.153383823943755271e+00
