theta
-3.222861454576364970e+00
-4.410983874302121244e-02
6.233535052389193032e-01
-2.337090561928679922e+00
-1.790591922415650572e+00
-3.129835533694883765e+00
-4.540303603649987335e-02
-7.441955093652086184e-02
-3.237668238043377222e+00
2.084152660023164405e-01
3.265541320389084845e+00
7.638897753164406446e-01
4.054555787815457002e+00
2.245314064105164320e+00
2.876563692370535996e+00
-1.518380606344249539e+00
8.403088123934813192e-01
-6.880997268598839159e-03
-3.225329025966631846e+00
7.207304913719603245e-01
