theta
-2.797531312417403271e+00
5.576568754802573302e-01
1.877348480236996631e+00
-2.474302059914762264e+00
-1.739757540738138486e+00
-3.385418781887133299e+00
7.059799051144748372e-01
-1.564024801654990027e+00
-3.557265405159463434e+00
-4.592667844162889312e-01
2.832740813851447825e+00
1.423796412978616810e-01
3.309666237978743819e+00
1.892113285551512147e+00
1.962823993479662965e+00
-1.574665070082334362e+00
1.664909742568204010e+00
-4.784789408032610880e-01
-4.117878178075969231e+00
1.614530740362432049e+00
